source_lat,source_lon,poi_name,poi_lat,poi_lon,poi_type,distance
10.741584864864866,106.69754648648649,33 Đường số 12A,10.7415358,,point,
10.74155891891892,106.69754189189189,Công Ty Tnhh Thương Mại Và Dịch Vụ Huỳnh Gia Cát,10.7415358,,establishment,
10.74155891891892,106.69754189189189,"q7, 33 Đường Số 12",10.7415435,,other,
10.74155891891892,106.69754189189189,33 Đường số 12A,10.7415358,,point,
10.741532972972973,106.6975372972973,Công Ty Tnhh Thương Mại Và Dịch Vụ Huỳnh Gia Cát,10.7415358,,establishment,
10.741532972972973,106.6975372972973,"q7, 33 Đường Số 12",10.7415435,,other,
10.741532972972973,106.6975372972973,33 Đường số 12A,10.7415358,,point,
10.741507027027028,106.6975327027027,Công Ty Tnhh Thương Mại Và Dịch Vụ Huỳnh Gia Cát,10.7415358,,establishment,
10.741507027027028,106.6975327027027,"q7, 33 Đường Số 12",10.7415435,,other,
10.741507027027028,106.6975327027027,33 Đường số 12A,10.7415358,,point,
10.741481081081082,106.69752810810812,Công Ty Tnhh Thương Mại Và Dịch Vụ Huỳnh Gia Cát,10.7415358,,establishment,
10.741481081081082,106.69752810810812,"q7, 33 Đường Số 12",10.7415435,,other,
10.741481081081082,106.69752810810812,33 Đường số 12A,10.7415358,,point,
10.741455135135135,106.69752351351352,Công Ty Tnhh Đá Quốc Tế,10.7413907,,establishment,
10.741455135135135,106.69752351351352,Công Ty Tnhh Thương Mại Và Dịch Vụ Huỳnh Gia Cát,10.7415358,,establishment,
10.741455135135135,106.69752351351352,"q7, 19 Đ. số 5",10.7413907,,other,
10.741455135135135,106.69752351351352,33 Đường số 12A,10.7415358,,point,
10.741429189189189,106.69751891891892,Công Ty Tnhh Đá Quốc Tế,10.7413907,,establishment,
10.741429189189189,106.69751891891892,"q7, 19 Đ. số 5",10.7413907,,other,
10.741403243243244,106.69751432432433,Công Ty Tnhh Đá Quốc Tế,10.7413907,,establishment,
10.741403243243244,106.69751432432433,"q7, 19 Đ. số 5",10.7413907,,other,
10.741377297297298,106.69750972972973,Công Ty Tnhh Đá Quốc Tế,10.7413907,,establishment,
10.741377297297298,106.69750972972973,"q7, 19 Đ. số 5",10.7413907,,other,
10.741351351351351,106.69750513513513,Công Ty Tnhh Đá Quốc Tế,10.7413907,,establishment,
10.741351351351351,106.69750513513513,"q7, 19 Đ. số 5",10.7413907,,other,
10.741325405405405,106.69750054054055,,,,,
10.74129945945946,106.69749594594595,,,,,
10.741273513513514,106.69749135135136,,,,,
10.741247567567568,106.69748675675676,,,,,
10.741221621621621,106.69748216216216,,,,,
10.741195675675677,106.69747756756757,,,,,
10.74116972972973,106.69747297297297,Thế Giới Sữa Hưng Hóa,10.741084,,establishment,
10.741143783783784,106.69746837837837,Thế Giới Sữa Hưng Hóa,10.741084,,establishment,
10.741117837837837,106.69746378378379,Thế Giới Sữa Hưng Hóa,10.741084,,establishment,
10.741091891891893,106.69745918918919,Thế Giới Sữa Hưng Hóa,10.741084,,establishment,
10.741091891891893,106.69745918918919,Công Ty Tnhh Seicho,10.7410213,,establishment,
10.741091891891893,106.69745918918919,Cóm Niêu Thiên Lý,10.741065979003906,,point,
10.741065945945946,106.6974545945946,Thế Giới Sữa Hưng Hóa,10.741084,,establishment,
10.741065945945946,106.6974545945946,Công Ty Tnhh Seicho,10.7410213,,establishment,
10.741065945945946,106.6974545945946,Cóm Niêu Thiên Lý,10.741065979003906,,point,
10.74104,106.69745,Thế Giới Sữa Hưng Hóa,10.741084,,establishment,
10.74104,106.69745,Công Ty Tnhh Seicho,10.7410213,,establishment,
10.74104,106.69745,Cóm Niêu Thiên Lý,10.741065979003906,,point,
10.741014,106.697444,Thế Giới Sữa Hưng Hóa,10.741084,,establishment,
10.741014,106.697444,Công Ty Tnhh Seicho,10.7410213,,establishment,
10.741014,106.697444,Cóm Niêu Thiên Lý,10.741065979003906,,point,
10.740988,106.697438,Casa Garden Hill Phú Quốc VPĐD tại Hồ Chí Minh,10.7409225,,point,
10.740988,106.697438,Công Ty Tnhh Seicho,10.7410213,,establishment,
10.740962,106.69743199999999,Casa Garden Hill Phú Quốc VPĐD tại Hồ Chí Minh,10.7409225,,point,
10.740962,106.69743199999999,Công Ty Tnhh Seicho,10.7410213,,establishment,
10.740936,106.697426,Casa Garden Hill Phú Quốc VPĐD tại Hồ Chí Minh,10.7409225,,point,
10.740936,106.697426,Công Ty Tnhh Seicho,10.7410213,,establishment,
10.74091,106.69742,Casa Garden Hill Phú Quốc VPĐD tại Hồ Chí Minh,10.7409225,,point,
10.74091,106.69742,Casa Garden Hill Phú Quốc VPĐD tại Hồ Chí Minh,10.7409225,,point,
10.740904772727273,106.69744659090908,Casa Garden Hill Phú Quốc VPĐD tại Hồ Chí Minh,10.7409225,,point,
10.740904772727273,106.69744659090908,86 Nguyễn Thị Thập,10.7409003,,point,
10.740899545454544,106.69747318181818,Casa Garden Hill Phú Quốc VPĐD tại Hồ Chí Minh,10.7409225,,point,
10.740899545454544,106.69747318181818,86 Nguyễn Thị Thập,10.7409003,,point,
10.740894318181818,106.69749977272727,Casa Garden Hill Phú Quốc VPĐD tại Hồ Chí Minh,10.7409225,,point,
10.740894318181818,106.69749977272727,86 Nguyễn Thị Thập,10.7409003,,point,
10.740889090909091,106.69752636363636,86 Nguyễn Thị Thập,10.7409003,,point,
10.740883863636363,106.69755295454544,86 Nguyễn Thị Thập,10.7409003,,point,
10.740878636363636,106.69757954545454,86 Nguyễn Thị Thập,10.7409003,,point,
10.74087340909091,106.69760613636363,86 Nguyễn Thị Thập,10.7409003,,point,
10.74086818181818,106.69763272727272,Áo bluose may sẵn - Đồng Phục Thành Công,10.7407897,,establishment,
10.740862954545454,106.6976593181818,Áo bluose may sẵn - Đồng Phục Thành Công,10.7407897,,establishment,
10.740862954545454,106.6976593181818,Mỳ Cay 7 Cấp Độ Hàn Quốc SaSin,10.740776062011719,,point,
10.740857727272727,106.69768590909091,"Zema Beauty & More - Nguyễn Thị Thập, Quận 7, TPHCM",10.7407768,,entertainment,
10.740857727272727,106.69768590909091,Áo bluose may sẵn - Đồng Phục Thành Công,10.7407897,,establishment,
10.740857727272727,106.69768590909091,78 Nguyễn Thị Thập,10.7408557,,point,
10.740857727272727,106.69768590909091,Mỳ Cay 7 Cấp Độ Hàn Quốc SaSin,10.740776062011719,,point,
10.740852499999999,106.6977125,"Zema Beauty & More - Nguyễn Thị Thập, Quận 7, TPHCM",10.7407768,,entertainment,
10.740852499999999,106.6977125,Áo bluose may sẵn - Đồng Phục Thành Công,10.7407897,,establishment,
10.740852499999999,106.6977125,78 Nguyễn Thị Thập,10.7408557,,point,
10.740847272727272,106.69773909090908,"Zema Beauty & More - Nguyễn Thị Thập, Quận 7, TPHCM",10.7407768,,entertainment,
10.740847272727272,106.69773909090908,78 Nguyễn Thị Thập,10.7408557,,point,
10.740842045454546,106.69776568181818,"Zema Beauty & More - Nguyễn Thị Thập, Quận 7, TPHCM",10.7407768,,entertainment,
10.740842045454546,106.69776568181818,78 Nguyễn Thị Thập,10.7408557,,point,
10.740836818181817,106.69779227272727,78 Nguyễn Thị Thập,10.7408557,,point,
10.74083159090909,106.69781886363636,78 Nguyễn Thị Thập,10.7408557,,point,
10.740826363636364,106.69784545454544,,,,,
10.740821136363635,106.69787204545455,,,,,
10.740815909090909,106.69789863636363,,,,,
10.740810681818182,106.69792522727272,Bí Quyết Vàng Đầu Tư Bất Động Sản,10.7408041,,point,
10.740805454545454,106.6979518181818,Bí Quyết Vàng Đầu Tư Bất Động Sản,10.7408041,,point,
10.740800227272727,106.69797840909091,Bí Quyết Vàng Đầu Tư Bất Động Sản,10.7408041,,point,
10.740800227272727,106.69797840909091,68 Nguyễn Thị Thập,10.7407978,,point,
10.740794999999999,106.698005,Bí Quyết Vàng Đầu Tư Bất Động Sản,10.7408041,,point,
10.740794999999999,106.698005,68 Nguyễn Thị Thập,10.7407978,,point,
10.740789772727272,106.69803159090908,Bí Quyết Vàng Đầu Tư Bất Động Sản,10.7408041,,point,
10.740789772727272,106.69803159090908,68 Nguyễn Thị Thập,10.7407978,,point,
10.740789772727272,106.69803159090908,25 Fit,10.740730285644531,,point,
10.740784545454545,106.69805818181818,Bí Quyết Vàng Đầu Tư Bất Động Sản,10.7408041,,point,
10.740784545454545,106.69805818181818,E-Coffee Him Lam,10.740781199999999,,point,
10.740784545454545,106.69805818181818,Nhà thuốc Phương Trinh,10.7407032,,establishment,
10.740784545454545,106.69805818181818,CÔNG TY TNHH THÁI DƯƠNG KHANG,10.7407028,,establishment,
10.740784545454545,106.69805818181818,Sumato Nguyễn Thị Thập,10.7407028,,establishment,
10.740784545454545,106.69805818181818,Công Ty Cổ Phần Thương Mại Sản Xuất Đầu Tư Hoàng Khang Organic,10.7407028,,point,
10.740784545454545,106.69805818181818,68 Nguyễn Thị Thập,10.7407978,,point,
10.740784545454545,106.69805818181818,25 Fit,10.740730285644531,,point,
10.740779318181817,106.69808477272727,Bí Quyết Vàng Đầu Tư Bất Động Sản,10.7408041,,point,
10.740779318181817,106.69808477272727,E-Coffee Him Lam,10.740781199999999,,point,
10.740779318181817,106.69808477272727,"Micro không dây, Loa karaoke, Dàn Karaoke - Bảo Châu Elec 63 Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",10.7407002,,electronics_store,
10.740779318181817,106.69808477272727,Nhà thuốc Phương Trinh,10.7407032,,establishment,
10.740779318181817,106.69808477272727,CÔNG TY TNHH THÁI DƯƠNG KHANG,10.7407028,,establishment,
10.740779318181817,106.69808477272727,Sumato Nguyễn Thị Thập,10.7407028,,establishment,
10.740779318181817,106.69808477272727,Remix Deco,10.7407002,,establishment,
10.740779318181817,106.69808477272727,Công Ty Cổ Phần Thương Mại Sản Xuất Đầu Tư Hoàng Khang Organic,10.7407028,,point,
10.740779318181817,106.69808477272727,68 Nguyễn Thị Thập,10.7407978,,point,
10.740779318181817,106.69808477272727,25 Fit,10.740730285644531,,point,
10.74077409090909,106.69811136363636,E-Coffee Him Lam,10.740781199999999,,point,
10.74077409090909,106.69811136363636,"Micro không dây, Loa karaoke, Dàn Karaoke - Bảo Châu Elec 63 Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",10.7407002,,electronics_store,
10.74077409090909,106.69811136363636,Nhà thuốc Phương Trinh,10.7407032,,establishment,
10.74077409090909,106.69811136363636,CÔNG TY TNHH THÁI DƯƠNG KHANG,10.7407028,,establishment,
10.74077409090909,106.69811136363636,Sumato Nguyễn Thị Thập,10.7407028,,establishment,
10.74077409090909,106.69811136363636,Remix Deco,10.7407002,,establishment,
10.74077409090909,106.69811136363636,Công Ty Cổ Phần Thương Mại Sản Xuất Đầu Tư Hoàng Khang Organic,10.7407028,,point,
10.74077409090909,106.69811136363636,68 Nguyễn Thị Thập,10.7407978,,point,
10.74077409090909,106.69811136363636,25 Fit,10.740730285644531,,point,
10.740768863636363,106.69813795454544,E-Coffee Him Lam,10.740781199999999,,point,
10.740768863636363,106.69813795454544,"Micro không dây, Loa karaoke, Dàn Karaoke - Bảo Châu Elec 63 Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",10.7407002,,electronics_store,
10.740768863636363,106.69813795454544,Nhà thuốc Phương Trinh,10.7407032,,establishment,
10.740768863636363,106.69813795454544,Trà Sữa Đài Loan,10.7406881,,cafe,
10.740768863636363,106.69813795454544,Remix Deco,10.7407002,,establishment,
10.740768863636363,106.69813795454544,25 Fit,10.740730285644531,,point,
10.740763636363635,106.69816454545455,E-Coffee Him Lam,10.740781199999999,,point,
10.740763636363635,106.69816454545455,"Micro không dây, Loa karaoke, Dàn Karaoke - Bảo Châu Elec 63 Nguyễn Thị Thập, Quận 7, Hồ Chí Minh",10.7407002,,electronics_store,
10.740763636363635,106.69816454545455,Vietceramics Showroom - Nguyễn Thị Thâp,10.7406825,,establishment,
10.740763636363635,106.69816454545455,Công Ty Tnhh Carlcare Service Vn,10.7406799,,establishment,
10.740763636363635,106.69816454545455,Trà Sữa Đài Loan,10.7406881,,cafe,
10.740763636363635,106.69816454545455,Remix Deco,10.7407002,,establishment,
10.740758409090908,106.69819113636363,E-Coffee Him Lam,10.740781199999999,,point,
10.740758409090908,106.69819113636363,Vietceramics Showroom - Nguyễn Thị Thâp,10.7406825,,establishment,
10.740758409090908,106.69819113636363,Công Ty Tnhh Carlcare Service Vn,10.7406799,,establishment,
10.740758409090908,106.69819113636363,Trà Sữa Đài Loan,10.7406881,,cafe,
10.740758409090908,106.69819113636363,Buzza Pizza Him Lam,10.740692138671875,,point,
10.740753181818182,106.69821772727272,Vietceramics Showroom - Nguyễn Thị Thâp,10.7406825,,establishment,
10.740753181818182,106.69821772727272,PET WORLD QUẬN 7,10.7406712,,establishment,
10.740753181818182,106.69821772727272,Công Ty Tnhh Carlcare Service Vn,10.7406799,,establishment,
10.740753181818182,106.69821772727272,Trà Sữa Đài Loan,10.7406881,,cafe,
10.740753181818182,106.69821772727272,Buzza Pizza Him Lam,10.740692138671875,,point,
10.740747954545453,106.6982443181818,PET WORLD QUẬN 7,10.7406712,,establishment,
10.740747954545453,106.6982443181818,Buzza Pizza Him Lam,10.740692138671875,,point,
10.740742727272726,106.69827090909091,Must.VN,10.7406647,,establishment,
10.740742727272726,106.69827090909091,"55 nguyễn thị thập, khu dân cư him lam phường Tân Hưng quận 7",10.7406623,,cafe,
10.740742727272726,106.69827090909091,PET WORLD QUẬN 7,10.7406712,,establishment,
10.740742727272726,106.69827090909091,Buzza Pizza Him Lam,10.740692138671875,,point,
10.7407375,106.6982975,Q-decor,10.7406476,,establishment,
10.7407375,106.6982975,Must.VN,10.7406647,,establishment,
10.7407375,106.6982975,"55 nguyễn thị thập, khu dân cư him lam phường Tân Hưng quận 7",10.7406623,,cafe,
10.7407375,106.6982975,Buzza Pizza Him Lam,10.740692138671875,,point,
10.7407375,106.6982975,Ocean Bank,10.740669250488281,,point,
10.740732272727271,106.69832409090908,Nhà Hàng Tiệc Cưới Tano,10.7406552,,establishment,
10.740732272727271,106.69832409090908,Q-decor,10.7406476,,establishment,
10.740732272727271,106.69832409090908,Must.VN,10.7406647,,establishment,
10.740732272727271,106.69832409090908,"55 nguyễn thị thập, khu dân cư him lam phường Tân Hưng quận 7",10.7406623,,cafe,
10.740732272727271,106.69832409090908,Buzza Pizza Him Lam,10.740692138671875,,point,
10.740732272727271,106.69832409090908,Ocean Bank,10.740669250488281,,point,
10.740727045454545,106.69835068181818,Nhà Hàng Tiệc Cưới Tano,10.7406552,,establishment,
10.740727045454545,106.69835068181818,Buzza BBQ,10.7406399,,establishment,
10.740727045454545,106.69835068181818,"55 nguyễn thị thập, khu dân cư him lam phường Tân Hưng quận 7",10.7406623,,cafe,
10.740727045454545,106.69835068181818,Ocean Bank,10.740669250488281,,point,
10.740721818181818,106.69837727272727,Nhà Hàng Tiệc Cưới Tano,10.7406552,,establishment,
10.740721818181818,106.69837727272727,Buzza BBQ,10.7406399,,establishment,
10.740721818181818,106.69837727272727,Ocean Bank,10.740669250488281,,point,
10.74071659090909,106.69840386363636,Nhà Hàng Tiệc Cưới Tano,10.7406552,,establishment,
10.74071659090909,106.69840386363636,Ocean Bank,10.740669250488281,,point,
10.740711363636363,106.69843045454544,,,,,
10.740706136363636,106.69845704545455,,,,,
10.740700909090908,106.69848363636363,,,,,
10.740695681818181,106.69851022727272,Ngon,10.7406856,,establishment,
10.740695681818181,106.69851022727272,Công Ty Tnhh Một Thành Viên Bluzen Vina,10.7406856,,establishment,
10.740695681818181,106.69851022727272,Sashimi Hàu Sữa,10.7406856,,establishment,
10.740695681818181,106.69851022727272,Công Ty Tnhh Mtv Thiên Gia,10.7406856,,establishment,
10.740695681818181,106.69851022727272,Công Ty Tnhh Thương Mại Dịch Vụ Cube Technology,10.7406856,,establishment,
10.740690454545454,106.69853681818181,Ngon,10.7406856,,establishment,
10.740690454545454,106.69853681818181,Công Ty Tnhh Một Thành Viên Bluzen Vina,10.7406856,,establishment,
10.740690454545454,106.69853681818181,Sashimi Hàu Sữa,10.7406856,,establishment,
10.740690454545454,106.69853681818181,Công Ty Tnhh Mtv Thiên Gia,10.7406856,,establishment,
10.740690454545454,106.69853681818181,Công Ty Tnhh Thương Mại Dịch Vụ Cube Technology,10.7406856,,establishment,
10.740685227272726,106.69856340909091,Ngon,10.7406856,,establishment,
10.740685227272726,106.69856340909091,Công Ty Tnhh Một Thành Viên Bluzen Vina,10.7406856,,establishment,
10.740685227272726,106.69856340909091,Sashimi Hàu Sữa,10.7406856,,establishment,
10.740685227272726,106.69856340909091,Công Ty Tnhh Mtv Thiên Gia,10.7406856,,establishment,
10.740685227272726,106.69856340909091,Công Ty Tnhh Thương Mại Dịch Vụ Cube Technology,10.7406856,,establishment,
10.74068,106.69859,Ngon,10.7406856,,establishment,
10.74068,106.69859,Công Ty Tnhh Một Thành Viên Bluzen Vina,10.7406856,,establishment,
10.74068,106.69859,Sashimi Hàu Sữa,10.7406856,,establishment,
10.74068,106.69859,Công Ty Tnhh Mtv Thiên Gia,10.7406856,,establishment,
10.74068,106.69859,Công Ty Tnhh Thương Mại Dịch Vụ Cube Technology,10.7406856,,establishment,
10.74067588235294,106.69861647058823,Ngon,10.7406856,,establishment,
10.74067588235294,106.69861647058823,GOBI ENGLISH,10.7406106,,point,
10.74067588235294,106.69861647058823,Công Ty Tnhh Một Thành Viên Bluzen Vina,10.7406856,,establishment,
10.74067588235294,106.69861647058823,Sashimi Hàu Sữa,10.7406856,,establishment,
10.74067588235294,106.69861647058823,Công Ty Tnhh Mtv Thiên Gia,10.7406856,,establishment,
10.74067588235294,106.69861647058823,Công Ty Tnhh Thương Mại Dịch Vụ Cube Technology,10.7406856,,establishment,
10.740671764705882,106.69864294117647,Ngon,10.7406856,,establishment,
10.740671764705882,106.69864294117647,GOBI ENGLISH,10.7406106,,point,
10.740671764705882,106.69864294117647,Công Ty Tnhh Một Thành Viên Bluzen Vina,10.7406856,,establishment,
10.740671764705882,106.69864294117647,Sashimi Hàu Sữa,10.7406856,,establishment,
10.740671764705882,106.69864294117647,Công Ty Tnhh Mtv Thiên Gia,10.7406856,,establishment,
10.740671764705882,106.69864294117647,Công Ty Tnhh Thương Mại Dịch Vụ Cube Technology,10.7406856,,establishment,
10.740667647058823,106.6986694117647,Ngon,10.7406856,,establishment,
10.740667647058823,106.6986694117647,GOBI ENGLISH,10.7406106,,point,
10.740667647058823,106.6986694117647,Công Ty Tnhh Một Thành Viên Bluzen Vina,10.7406856,,establishment,
10.740667647058823,106.6986694117647,Sashimi Hàu Sữa,10.7406856,,establishment,
10.740667647058823,106.6986694117647,Công Ty Tnhh Mtv Thiên Gia,10.7406856,,establishment,
10.740667647058823,106.6986694117647,Công Ty Tnhh Thương Mại Dịch Vụ Cube Technology,10.7406856,,establishment,
10.740663529411764,106.69869588235294,GOBI ENGLISH,10.7406106,,point,
10.740659411764705,106.69872235294118,GOBI ENGLISH,10.7406106,,point,
10.740655294117646,106.69874882352941,GOBI ENGLISH,10.7406106,,point,
10.740651176470587,106.69877529411764,Công Ty Cổ Phần Y Chính Xác,10.7406196,,establishment,
10.740651176470587,106.69877529411764,Nha Khoa Sunrise,10.740562438964844,,point,
10.740647058823528,106.69880176470588,Jara Coffee,10.7406434,,establishment,
10.740647058823528,106.69880176470588,Công Ty Cổ Phần Y Chính Xác,10.7406196,,establishment,
10.740647058823528,106.69880176470588,Nha Khoa Sunrise,10.740562438964844,,point,
10.740642941176471,106.69882823529412,Jara Coffee,10.7406434,,establishment,
10.740642941176471,106.69882823529412,Công Ty Cổ Phần Truyền Thông Elyx,10.7406364,,establishment,
10.740642941176471,106.69882823529412,BA Home Apartments,10.7406364,,point,
10.740642941176471,106.69882823529412,BỆNH VIỆN THÚ Y SASAKI,10.7406364,,point,
10.740642941176471,106.69882823529412,Công Ty Tnhh Tiếp Thị Tiêu Điểm,10.7406364,,establishment,
10.740642941176471,106.69882823529412,Công Ty Cổ Phần Y Chính Xác,10.7406196,,establishment,
10.740638823529412,106.69885470588235,Jara Coffee,10.7406434,,establishment,
10.740638823529412,106.69885470588235,Công Ty Cổ Phần Truyền Thông Elyx,10.7406364,,establishment,
10.740638823529412,106.69885470588235,BA Home Apartments,10.7406364,,point,
10.740638823529412,106.69885470588235,BỆNH VIỆN THÚ Y SASAKI,10.7406364,,point,
10.740638823529412,106.69885470588235,Công Ty Tnhh Tiếp Thị Tiêu Điểm,10.7406364,,establishment,
10.740638823529412,106.69885470588235,Công Ty Cổ Phần Y Chính Xác,10.7406196,,establishment,
10.740634705882353,106.69888117647058,Jara Coffee,10.7406434,,establishment,
10.740634705882353,106.69888117647058,Công Ty Cổ Phần Giáo Dục Việt Mỹ Vatc,10.7406294,,establishment,
10.740634705882353,106.69888117647058,Công Ty Cổ Phần Truyền Thông Elyx,10.7406364,,establishment,
10.740634705882353,106.69888117647058,BA Home Apartments,10.7406364,,point,
10.740634705882353,106.69888117647058,BỆNH VIỆN THÚ Y SASAKI,10.7406364,,point,
10.740634705882353,106.69888117647058,Công Ty Tnhh Tiếp Thị Tiêu Điểm,10.7406364,,establishment,
10.740634705882353,106.69888117647058,Công Ty Cổ Phần Y Chính Xác,10.7406196,,establishment,
10.740630588235295,106.69890764705882,Jara Coffee,10.7406434,,establishment,
10.740630588235295,106.69890764705882,Công Ty Cổ Phần Giáo Dục Việt Mỹ Vatc,10.7406294,,establishment,
10.740630588235295,106.69890764705882,Công Ty Cổ Phần Truyền Thông Elyx,10.7406364,,establishment,
10.740630588235295,106.69890764705882,BA Home Apartments,10.7406364,,point,
10.740630588235295,106.69890764705882,BỆNH VIỆN THÚ Y SASAKI,10.7406364,,point,
10.740630588235295,106.69890764705882,Công Ty Tnhh Tiếp Thị Tiêu Điểm,10.7406364,,establishment,
10.740630588235295,106.69890764705882,Công Ty Cổ Phần Y Chính Xác,10.7406196,,establishment,
10.740630588235295,106.69890764705882,Med Complex,10.7405588239,,point,
10.740626470588236,106.69893411764706,Jara Coffee,10.7406434,,establishment,
10.740626470588236,106.69893411764706,Công Ty Cổ Phần Giáo Dục Việt Mỹ Vatc,10.7406294,,establishment,
